,Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At
542,spotify:track:2HvPbiR6UnJEhVbp10pvOw,In The Dark,"spotify:artist:4nJHUc86dUmNx5Cfyqf4zp, spotify:artist:31shErrQgVvu6r5rvF3unD, spotify:artist:3xkGLkIacZeEl0tXUAWtT5, spotify:artist:41E1yXrlN4uLLC5auUmtS8","Ikarus, MD DJ, Michel Dj, aixe",spotify:album:5tGYYHneKK21Lpvx0hvpGd,In The Dark,"spotify:artist:4nJHUc86dUmNx5Cfyqf4zp, spotify:artist:31shErrQgVvu6r5rvF3unD, spotify:artist:3xkGLkIacZeEl0tXUAWtT5","Ikarus, MD DJ, Michel Dj",2022-03-25,https://i.scdn.co/image/ab67616d0000b273687979efd80596ef956c4cf4,1,1,160000,https://p.scdn.co/mp3-preview/0a0e76f97a489791e21d556ac6790c11420cca3a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,34,QZ5FN2286659,spotify:user:455wdr9yh02q4qf3f21hqtpgf,2023-08-18T10:53:41Z
543,spotify:track:6BvZiq9Kp5Jc94nTQm8hrs,Sorry,spotify:artist:2HpYCHV3bvQ71jmohAnBL8,Aexcit,spotify:album:70TObeZTRL65kPPFxyJb0I,Sorry,spotify:artist:2HpYCHV3bvQ71jmohAnBL8,Aexcit,2021-12-03,https://i.scdn.co/image/ab67616d0000b2731b8c7c911088a6cf5572c7d2,1,1,139200,https://p.scdn.co/mp3-preview/5ee2f2b66467ef88cd9e3ee2bc7ac756f2a89c62?cid=9950ac751e34487dbbe027c4fd7f8e99,False,48,NLT2H2100936,spotify:user:455wdr9yh02q4qf3f21hqtpgf,2023-08-18T10:53:41Z
544,spotify:track:0oK6baYlYVjmHZ48rSrKOM,Perfect Dance,"spotify:artist:4esHHdhDN4oeg9zYkAFpUs, spotify:artist:5wbXEmUKBwInLhJS5Bmbqw","Mingue, BRÅVO",spotify:album:0pp7w9CrmjCu3UAmxCBaEY,Perfect Dance,"spotify:artist:4esHHdhDN4oeg9zYkAFpUs, spotify:artist:5wbXEmUKBwInLhJS5Bmbqw","Mingue, BRÅVO",2021-07-02,https://i.scdn.co/image/ab67616d0000b273ea5b2ae5912b19e116f56b28,1,1,164346,,False,19,QMBZ92181927,spotify:user:455wdr9yh02q4qf3f21hqtpgf,2023-08-18T10:53:41Z
545,spotify:track:0eUKTU2BKZOVeYkdBmYAT0,Señorita,"spotify:artist:6VlE82AXyZhHEo87D6C1RH, spotify:artist:6ar3PBCFiFgb4aBlFqUZyx","Kid On The Block, Fini",spotify:album:2r8T3sYE82hW0T38w7NdfR,Señorita,"spotify:artist:6VlE82AXyZhHEo87D6C1RH, spotify:artist:6ar3PBCFiFgb4aBlFqUZyx","Kid On The Block, Fini",2023-02-23,https://i.scdn.co/image/ab67616d0000b273d82f9b6a891a00c0857fe295,1,1,164473,https://p.scdn.co/mp3-preview/fb460d5b2ff0cb442c8045187a15d519db508e36?cid=9950ac751e34487dbbe027c4fd7f8e99,False,50,NLT2H2200762,spotify:user:455wdr9yh02q4qf3f21hqtpgf,2023-08-18T10:53:41Z
546,spotify:track:1pNQmGorrooZyqWV2SJQmL,Follow,spotify:artist:7gjIrPoGRWrG0ymsV5TZ16,rshand,spotify:album:4En9kcMWDfTNXcHK29rxaC,Follow,spotify:artist:7gjIrPoGRWrG0ymsV5TZ16,rshand,2023-03-02,https://i.scdn.co/image/ab67616d0000b273efb978f91d3ec68bb106a751,1,1,149072,https://p.scdn.co/mp3-preview/56e250ff7c55822d51b7cdffd6af0467f0478236?cid=9950ac751e34487dbbe027c4fd7f8e99,False,53,GX8LD2298725,spotify:user:455wdr9yh02q4qf3f21hqtpgf,2023-08-18T10:53:41Z
547,spotify:track:0Zh1E3LkhOBPaAeoTQpozf,Wrong Side,"spotify:artist:6L2sfTMVTGoOXVWB51Yi6f, spotify:artist:7Fvv7NUrcjBwOC3r9wfgaI, spotify:artist:6LKHL4tofercrPmQBtYUUP","MaMan, JONJEN, Tadeusz",spotify:album:5eAg2FmNEiXrM62y2UlhVJ,Wrong Side,"spotify:artist:6L2sfTMVTGoOXVWB51Yi6f, spotify:artist:7Fvv7NUrcjBwOC3r9wfgaI, spotify:artist:6LKHL4tofercrPmQBtYUUP","MaMan, JONJEN, Tadeusz",2023-02-02,https://i.scdn.co/image/ab67616d0000b2735e67a1054586f43799b4974d,1,1,172624,https://p.scdn.co/mp3-preview/3e8a0d6c20c54508179e7946da6ff1362f5b72d6?cid=9950ac751e34487dbbe027c4fd7f8e99,False,34,NLT2H2300026,spotify:user:455wdr9yh02q4qf3f21hqtpgf,2023-08-18T10:53:41Z
548,spotify:track:5PEmK2QZSKezZ3r5plwuPb,Friday I'm In Love,"spotify:artist:0odPXKGYqtTpiWJFBhqyVB, spotify:artist:6nUOrgkHVLMY7Zoe3IXQhJ","Braaten, Tom Bailey",spotify:album:1gqgiqj4USeYGZUZlX7FKQ,Friday I'm In Love,"spotify:artist:0odPXKGYqtTpiWJFBhqyVB, spotify:artist:6nUOrgkHVLMY7Zoe3IXQhJ","Braaten, Tom Bailey",2022-11-03,https://i.scdn.co/image/ab67616d0000b27373e60506c0a7e28c25ebcd7f,1,1,172549,https://p.scdn.co/mp3-preview/b73a1597585cb1697050850d1fa7222b522d45a8?cid=9950ac751e34487dbbe027c4fd7f8e99,False,41,NLT2H2200774,spotify:user:455wdr9yh02q4qf3f21hqtpgf,2023-08-18T10:53:41Z
549,spotify:track:6zqH5LgRuYXOgXXIsEe522,Pour It Up,"spotify:artist:5pW2lVGlbVSVWi9086Xjfu, spotify:artist:4pX5wOEgopPbKHqVnhmB58, spotify:artist:6Qt4M6p6dnbQVq6RulgbCx","Avi Snow, LVAN, BIMINI",spotify:album:0eyMl5zcvbar17J2I1t7i0,Pour It Up,"spotify:artist:5pW2lVGlbVSVWi9086Xjfu, spotify:artist:4pX5wOEgopPbKHqVnhmB58, spotify:artist:6Qt4M6p6dnbQVq6RulgbCx","Avi Snow, LVAN, BIMINI",2023-05-18,https://i.scdn.co/image/ab67616d0000b27369bd61e26c94f7a88f901f1c,1,1,176000,https://p.scdn.co/mp3-preview/73c7e88de490f977a45b865ffc9733693e9db593?cid=9950ac751e34487dbbe027c4fd7f8e99,False,52,NLT2H2300286,spotify:user:455wdr9yh02q4qf3f21hqtpgf,2023-08-18T10:53:41Z
550,spotify:track:61iiPHKd4683qOt2Lgjqt9,34+35,"spotify:artist:4nJHUc86dUmNx5Cfyqf4zp, spotify:artist:3xkGLkIacZeEl0tXUAWtT5, spotify:artist:31shErrQgVvu6r5rvF3unD, spotify:artist:1VsC9r36rbheLsiUKlmKHh","Ikarus, Michel Dj, MD DJ, Daniela Matei",spotify:album:2MBXtEaanVlZTt2pKgNfkI,34+35,"spotify:artist:4nJHUc86dUmNx5Cfyqf4zp, spotify:artist:3xkGLkIacZeEl0tXUAWtT5, spotify:artist:31shErrQgVvu6r5rvF3unD","Ikarus, Michel Dj, MD DJ",2023-02-14,https://i.scdn.co/image/ab67616d0000b2731c6b9c004c07dd9a40364e79,1,1,121194,https://p.scdn.co/mp3-preview/aa0aa0f5ba5b6f2af916a9e8b3acb16905e1b1c4?cid=9950ac751e34487dbbe027c4fd7f8e99,True,29,QZ5FN2356180,spotify:user:455wdr9yh02q4qf3f21hqtpgf,2023-08-18T10:53:41Z
551,spotify:track:3tBVr995CiHtewbqBx3hkT,Sweet Escape,"spotify:artist:5z7pjN7SUEN8nZFOO4MWhx, spotify:artist:0V1Q4k9X1xSKiF9JVzRof1, spotify:artist:19jOvlXvoXs2Crt2RJ0R9B","Lonely Night, Ari, Lost Dreamers",spotify:album:5NTM8Llc9Gvh3DUbKqmwVs,Sweet Escape,"spotify:artist:5z7pjN7SUEN8nZFOO4MWhx, spotify:artist:0V1Q4k9X1xSKiF9JVzRof1, spotify:artist:19jOvlXvoXs2Crt2RJ0R9B","Lonely Night, Ari, Lost Dreamers",2022-09-30,https://i.scdn.co/image/ab67616d0000b273216afec286a5bbcc8a371e6b,1,1,173225,https://p.scdn.co/mp3-preview/6caddb435a877d1444fb4bfb32c9a8809b1e6629?cid=9950ac751e34487dbbe027c4fd7f8e99,False,39,GX89G2221714,spotify:user:455wdr9yh02q4qf3f21hqtpgf,2023-08-18T10:53:41Z
