"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:68QMV4n4qut49yh1hdROlw","Save Tonight","spotify:artist:59UD0lnD3PozhhXlMQcAgP, spotify:artist:2qbMD17XuuTm7Fd46jYAYe","Tom Platts, DanWaltz","spotify:album:3cmtk0TLsTneDPCE0QuPyr","Save Tonight","spotify:artist:59UD0lnD3PozhhXlMQcAgP, spotify:artist:2qbMD17XuuTm7Fd46jYAYe","Tom Platts, DanWaltz","2023-08-11","https://i.scdn.co/image/ab67616d0000b273e85376e1ab5c418f5d8dd961","1","1","186666","https://p.scdn.co/mp3-preview/36d6d6c580848e85b73a9c951166d91f8a0eba7c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","21","GX38U2398000","spotify:user:anyelostylemusic","2023-08-19T01:25:31Z"
"spotify:track:3ZuhMYrbaBy9or4LJIq6MS","All Over Again","spotify:artist:54XePvvWvcqPr7Jj95qOWX, spotify:artist:6e2ZvwSvsd7TY2fr8wPE7C, spotify:artist:3x6K65pMW3Ei35TXKC03rL","Fablers, Darking On, Dare County","spotify:album:3Ea9ZmNkbUOgRQvvPjOMHm","All Over Again","spotify:artist:54XePvvWvcqPr7Jj95qOWX, spotify:artist:6e2ZvwSvsd7TY2fr8wPE7C, spotify:artist:3x6K65pMW3Ei35TXKC03rL","Fablers, Darking On, Dare County","2023-07-28","https://i.scdn.co/image/ab67616d0000b2733c96f0a4ad4d21e6877bdaf0","1","1","194385","https://p.scdn.co/mp3-preview/1ee7ed73a36254780763771111f38820b84d599f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","GX3HH2363715","spotify:user:anyelostylemusic","2023-08-04T18:19:42Z"
"spotify:track:7jh6vwsH26H0DDGdHhwK0V","All I Want Is You","spotify:artist:68z26O6DXKAXdg1oWh2USg","Shrivera","spotify:album:6H0FkcTOEn62heD5qStTPS","All I Want Is You","spotify:artist:68z26O6DXKAXdg1oWh2USg","Shrivera","2023-07-21","https://i.scdn.co/image/ab67616d0000b2738eaa94ef4e42ab92323d57f0","1","1","198095","https://p.scdn.co/mp3-preview/6ca5ee1df047025a12e9bfaa30076467be8d46dc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","GX38U2344018","spotify:user:anyelostylemusic","2023-07-22T19:07:08Z"
"spotify:track:6CojsVqHhuurgAv5ggROk2","Weakness - Robinito Remix","spotify:artist:4FOWaU8YpEU4SsLMMxVeza, spotify:artist:5IZxm0JPsdsVgA1GiYRXRs, spotify:artist:7kXDaUD3imvM6el5qK6tAu, spotify:artist:6p5mcjCVGIabWKyJM9QHUL","Arensky, Joan Ember, Harley Bird, Robinito","spotify:album:0cF0guj6nWDZNXnXI2Au7B","Weakness (Remixes)","spotify:artist:4FOWaU8YpEU4SsLMMxVeza, spotify:artist:5IZxm0JPsdsVgA1GiYRXRs, spotify:artist:7kXDaUD3imvM6el5qK6tAu","Arensky, Joan Ember, Harley Bird","2023-06-30","https://i.scdn.co/image/ab67616d0000b2738f3950d2cbeeb616a3b5ab9c","1","1","221484","https://p.scdn.co/mp3-preview/ed4cfee12c754bd3c52d2666a39e662cd9b845af?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","GX8LE2379286","spotify:user:anyelostylemusic","2023-07-07T02:33:29Z"
"spotify:track:3TV0uB4XI6vBoN7MjOhiAC","Motion (feat. Chris Brown)","spotify:artist:7c0XG5cIJTrrAgEC3ULPiq, spotify:artist:7bXgB6jMjp9ATFy66eO08Z","Ty Dolla $ign, Chris Brown","spotify:album:7tpEGkrQn7roe8BPqSkt3u","Motion (feat. Chris Brown)","spotify:artist:7c0XG5cIJTrrAgEC3ULPiq, spotify:artist:7bXgB6jMjp9ATFy66eO08Z","Ty Dolla $ign, Chris Brown","2023-07-17","https://i.scdn.co/image/ab67616d0000b27304c74c64ea27bcc35caa3f89","1","1","147391","https://p.scdn.co/mp3-preview/8a0fad086184706ed4df04e5b978af364608cd96?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","USAT22307343","spotify:user:anyelostylemusic","2023-07-17T20:47:26Z"
"spotify:track:2llNm4KCZsRSCOujqPbJyH","Road To Askja","spotify:artist:262USoleMKOkSJ5oeiEJ4E, spotify:artist:6i6JIXY2EJgcSfhWIzqozR","Oliver., APAULON","spotify:album:0KWABcL9jcmQdAHrMlLJhu","Road To Askja","spotify:artist:262USoleMKOkSJ5oeiEJ4E, spotify:artist:6i6JIXY2EJgcSfhWIzqozR","Oliver., APAULON","2023-07-07","https://i.scdn.co/image/ab67616d0000b273c956cdbcc996ec89a4baee1e","1","1","236190","https://p.scdn.co/mp3-preview/0d1c7598d9686946e28d46965304c787f1aa5d47?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","GX38U2340821","spotify:user:anyelostylemusic","2023-07-10T04:50:42Z"
"spotify:track:0cIrf42vzhCzxF9GnSt8VH","Donde Estés","spotify:artist:3M8LlWGRnKZ2Em42PTOUyP, spotify:artist:4ADqyJDLuHRPcrbc5NB2sk","Jillian Dowd, Meendez","spotify:album:4VakB1q3UyRz1ZXRfwdCYx","Donde Estés","spotify:artist:3M8LlWGRnKZ2Em42PTOUyP, spotify:artist:4ADqyJDLuHRPcrbc5NB2sk","Jillian Dowd, Meendez","2023-06-24","https://i.scdn.co/image/ab67616d0000b27394d94bd0c3960ec50bd0b2b0","1","1","186875","https://p.scdn.co/mp3-preview/9ce2539c59b64342f340d53d606c673917a887aa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","QM7282367261","spotify:user:anyelostylemusic","2023-06-29T05:17:01Z"
"spotify:track:1SkvtXrUVpj5jhUBAbijpB","Good Old Days","spotify:artist:4m0eQpwwsV0XZITCzWOnfm, spotify:artist:0nTCgWKkvxKVqpldaLIolY","West Collins, Baiden Holland","spotify:album:227wkkB4dgTl4wmpl6KGSi","Good Old Days","spotify:artist:4m0eQpwwsV0XZITCzWOnfm, spotify:artist:0nTCgWKkvxKVqpldaLIolY","West Collins, Baiden Holland","2023-06-16","https://i.scdn.co/image/ab67616d0000b273c7a9bddb6a6e8154838673dd","1","1","204608","https://p.scdn.co/mp3-preview/19f8c98b39b6cd0cb3161112dc98b528e58306a1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","GX8LD2325735","spotify:user:anyelostylemusic","2023-06-20T17:15:14Z"
"spotify:track:6Rc4SlRy5EgHGZZGYY3ua7","Feel So Real","spotify:artist:4FOWaU8YpEU4SsLMMxVeza","Arensky","spotify:album:0IXjJsxop6LzhMD7Lcsd6A","Feel So Real","spotify:artist:4FOWaU8YpEU4SsLMMxVeza","Arensky","2023-06-23","https://i.scdn.co/image/ab67616d0000b27353851e59061126bea27bcd71","1","1","195722","https://p.scdn.co/mp3-preview/4bf75fa342103b5944ad00575057adcbddea863e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","GX38U2314960","spotify:user:anyelostylemusic","2023-06-28T03:10:18Z"
"spotify:track:7xK4iii6HEQfcdJXOt8B5j","sickly sweet - Alan Walker Remix","spotify:artist:5pWUVnrc1y0FpWZ6VCy0Hg, spotify:artist:7vk5e3vY1uw9plTHJAMwjN","kenzie, Alan Walker","spotify:album:1tmHPiGes5UOMRpToZEGDM","sickly sweet (Alan Walker Remix)","spotify:artist:5pWUVnrc1y0FpWZ6VCy0Hg, spotify:artist:7vk5e3vY1uw9plTHJAMwjN","kenzie, Alan Walker","2023-05-26","https://i.scdn.co/image/ab67616d0000b2738ef3218ab9fc849e81b0170f","1","1","142909","https://p.scdn.co/mp3-preview/741ffc167372d50575465bb9748614b8264c7ab8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","USHR12345916","spotify:user:anyelostylemusic","2023-05-26T17:15:52Z"
