,Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At
0,spotify:track:68QMV4n4qut49yh1hdROlw,Save Tonight,"spotify:artist:59UD0lnD3PozhhXlMQcAgP, spotify:artist:2qbMD17XuuTm7Fd46jYAYe","Tom Platts, DanWaltz",spotify:album:3cmtk0TLsTneDPCE0QuPyr,Save Tonight,"spotify:artist:59UD0lnD3PozhhXlMQcAgP, spotify:artist:2qbMD17XuuTm7Fd46jYAYe","Tom Platts, DanWaltz",2023-08-11,https://i.scdn.co/image/ab67616d0000b273e85376e1ab5c418f5d8dd961,1,1,186666,https://p.scdn.co/mp3-preview/36d6d6c580848e85b73a9c951166d91f8a0eba7c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,21,GX38U2398000,spotify:user:anyelostylemusic,2023-08-19T01:25:31Z
1,spotify:track:3ZuhMYrbaBy9or4LJIq6MS,All Over Again,"spotify:artist:54XePvvWvcqPr7Jj95qOWX, spotify:artist:6e2ZvwSvsd7TY2fr8wPE7C, spotify:artist:3x6K65pMW3Ei35TXKC03rL","Fablers, Darking On, Dare County",spotify:album:3Ea9ZmNkbUOgRQvvPjOMHm,All Over Again,"spotify:artist:54XePvvWvcqPr7Jj95qOWX, spotify:artist:6e2ZvwSvsd7TY2fr8wPE7C, spotify:artist:3x6K65pMW3Ei35TXKC03rL","Fablers, Darking On, Dare County",2023-07-28,https://i.scdn.co/image/ab67616d0000b2733c96f0a4ad4d21e6877bdaf0,1,1,194385,https://p.scdn.co/mp3-preview/1ee7ed73a36254780763771111f38820b84d599f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,28,GX3HH2363715,spotify:user:anyelostylemusic,2023-08-04T18:19:42Z
2,spotify:track:7jh6vwsH26H0DDGdHhwK0V,All I Want Is You,spotify:artist:68z26O6DXKAXdg1oWh2USg,Shrivera,spotify:album:6H0FkcTOEn62heD5qStTPS,All I Want Is You,spotify:artist:68z26O6DXKAXdg1oWh2USg,Shrivera,2023-07-21,https://i.scdn.co/image/ab67616d0000b2738eaa94ef4e42ab92323d57f0,1,1,198095,https://p.scdn.co/mp3-preview/6ca5ee1df047025a12e9bfaa30076467be8d46dc?cid=9950ac751e34487dbbe027c4fd7f8e99,False,22,GX38U2344018,spotify:user:anyelostylemusic,2023-07-22T19:07:08Z
3,spotify:track:6CojsVqHhuurgAv5ggROk2,Weakness - Robinito Remix,"spotify:artist:4FOWaU8YpEU4SsLMMxVeza, spotify:artist:5IZxm0JPsdsVgA1GiYRXRs, spotify:artist:7kXDaUD3imvM6el5qK6tAu, spotify:artist:6p5mcjCVGIabWKyJM9QHUL","Arensky, Joan Ember, Harley Bird, Robinito",spotify:album:0cF0guj6nWDZNXnXI2Au7B,Weakness (Remixes),"spotify:artist:4FOWaU8YpEU4SsLMMxVeza, spotify:artist:5IZxm0JPsdsVgA1GiYRXRs, spotify:artist:7kXDaUD3imvM6el5qK6tAu","Arensky, Joan Ember, Harley Bird",2023-06-30,https://i.scdn.co/image/ab67616d0000b2738f3950d2cbeeb616a3b5ab9c,1,1,221484,https://p.scdn.co/mp3-preview/ed4cfee12c754bd3c52d2666a39e662cd9b845af?cid=9950ac751e34487dbbe027c4fd7f8e99,False,24,GX8LE2379286,spotify:user:anyelostylemusic,2023-07-07T02:33:29Z
4,spotify:track:3TV0uB4XI6vBoN7MjOhiAC,Motion (feat. Chris Brown),"spotify:artist:7c0XG5cIJTrrAgEC3ULPiq, spotify:artist:7bXgB6jMjp9ATFy66eO08Z","Ty Dolla $ign, Chris Brown",spotify:album:7tpEGkrQn7roe8BPqSkt3u,Motion (feat. Chris Brown),"spotify:artist:7c0XG5cIJTrrAgEC3ULPiq, spotify:artist:7bXgB6jMjp9ATFy66eO08Z","Ty Dolla $ign, Chris Brown",2023-07-17,https://i.scdn.co/image/ab67616d0000b27304c74c64ea27bcc35caa3f89,1,1,147391,https://p.scdn.co/mp3-preview/8a0fad086184706ed4df04e5b978af364608cd96?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,USAT22307343,spotify:user:anyelostylemusic,2023-07-17T20:47:26Z
5,spotify:track:2llNm4KCZsRSCOujqPbJyH,Road To Askja,"spotify:artist:262USoleMKOkSJ5oeiEJ4E, spotify:artist:6i6JIXY2EJgcSfhWIzqozR","Oliver., APAULON",spotify:album:0KWABcL9jcmQdAHrMlLJhu,Road To Askja,"spotify:artist:262USoleMKOkSJ5oeiEJ4E, spotify:artist:6i6JIXY2EJgcSfhWIzqozR","Oliver., APAULON",2023-07-07,https://i.scdn.co/image/ab67616d0000b273c956cdbcc996ec89a4baee1e,1,1,236190,https://p.scdn.co/mp3-preview/0d1c7598d9686946e28d46965304c787f1aa5d47?cid=9950ac751e34487dbbe027c4fd7f8e99,False,32,GX38U2340821,spotify:user:anyelostylemusic,2023-07-10T04:50:42Z
6,spotify:track:0cIrf42vzhCzxF9GnSt8VH,Donde Estés,"spotify:artist:3M8LlWGRnKZ2Em42PTOUyP, spotify:artist:4ADqyJDLuHRPcrbc5NB2sk","Jillian Dowd, Meendez",spotify:album:4VakB1q3UyRz1ZXRfwdCYx,Donde Estés,"spotify:artist:3M8LlWGRnKZ2Em42PTOUyP, spotify:artist:4ADqyJDLuHRPcrbc5NB2sk","Jillian Dowd, Meendez",2023-06-24,https://i.scdn.co/image/ab67616d0000b27394d94bd0c3960ec50bd0b2b0,1,1,186875,https://p.scdn.co/mp3-preview/9ce2539c59b64342f340d53d606c673917a887aa?cid=9950ac751e34487dbbe027c4fd7f8e99,False,35,QM7282367261,spotify:user:anyelostylemusic,2023-06-29T05:17:01Z
7,spotify:track:1SkvtXrUVpj5jhUBAbijpB,Good Old Days,"spotify:artist:4m0eQpwwsV0XZITCzWOnfm, spotify:artist:0nTCgWKkvxKVqpldaLIolY","West Collins, Baiden Holland",spotify:album:227wkkB4dgTl4wmpl6KGSi,Good Old Days,"spotify:artist:4m0eQpwwsV0XZITCzWOnfm, spotify:artist:0nTCgWKkvxKVqpldaLIolY","West Collins, Baiden Holland",2023-06-16,https://i.scdn.co/image/ab67616d0000b273c7a9bddb6a6e8154838673dd,1,1,204608,https://p.scdn.co/mp3-preview/19f8c98b39b6cd0cb3161112dc98b528e58306a1?cid=9950ac751e34487dbbe027c4fd7f8e99,False,28,GX8LD2325735,spotify:user:anyelostylemusic,2023-06-20T17:15:14Z
8,spotify:track:6Rc4SlRy5EgHGZZGYY3ua7,Feel So Real,spotify:artist:4FOWaU8YpEU4SsLMMxVeza,Arensky,spotify:album:0IXjJsxop6LzhMD7Lcsd6A,Feel So Real,spotify:artist:4FOWaU8YpEU4SsLMMxVeza,Arensky,2023-06-23,https://i.scdn.co/image/ab67616d0000b27353851e59061126bea27bcd71,1,1,195722,https://p.scdn.co/mp3-preview/4bf75fa342103b5944ad00575057adcbddea863e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,30,GX38U2314960,spotify:user:anyelostylemusic,2023-06-28T03:10:18Z
9,spotify:track:7xK4iii6HEQfcdJXOt8B5j,sickly sweet - Alan Walker Remix,"spotify:artist:5pWUVnrc1y0FpWZ6VCy0Hg, spotify:artist:7vk5e3vY1uw9plTHJAMwjN","kenzie, Alan Walker",spotify:album:1tmHPiGes5UOMRpToZEGDM,sickly sweet (Alan Walker Remix),"spotify:artist:5pWUVnrc1y0FpWZ6VCy0Hg, spotify:artist:7vk5e3vY1uw9plTHJAMwjN","kenzie, Alan Walker",2023-05-26,https://i.scdn.co/image/ab67616d0000b2738ef3218ab9fc849e81b0170f,1,1,142909,https://p.scdn.co/mp3-preview/741ffc167372d50575465bb9748614b8264c7ab8?cid=9950ac751e34487dbbe027c4fd7f8e99,False,63,USHR12345916,spotify:user:anyelostylemusic,2023-05-26T17:15:52Z
10,spotify:track:3yC0OXLwq2Dc1DABxvmOus,Another Brick In The Wall,"spotify:artist:4LzdMXcKqbuUv8FBVZJRF5, spotify:artist:6zq6KNF09GUIFltBdxaSb0","Seemon, PRYVT RYN",spotify:album:2wtugRU2M2ZUz7L35zZsE9,Another Brick In The Wall,"spotify:artist:4LzdMXcKqbuUv8FBVZJRF5, spotify:artist:6zq6KNF09GUIFltBdxaSb0","Seemon, PRYVT RYN",2023-06-16,https://i.scdn.co/image/ab67616d0000b273d4ee1fa50050d878c98ea9d8,1,1,164531,https://p.scdn.co/mp3-preview/fb61a1bee2d96f182b27ac7c3289dbf92e09f00a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,25,GX8LE2392653,spotify:user:anyelostylemusic,2023-06-20T17:28:19Z
11,spotify:track:2Rn33sst2kxT7xbUl7JS8Q,Inside Me,"spotify:artist:6LDpTjNiu7KySaGUjRCNgB, spotify:artist:24UabMnSboSTsD4BLTywy0","Young Dumbs, Greg Bueddeman",spotify:album:4dnmfLAYGpyX3Z0FSTM3oY,Inside Me,"spotify:artist:6LDpTjNiu7KySaGUjRCNgB, spotify:artist:24UabMnSboSTsD4BLTywy0","Young Dumbs, Greg Bueddeman",2023-06-09,https://i.scdn.co/image/ab67616d0000b2737e289afb89cdc6bec4447dc9,1,1,226745,https://p.scdn.co/mp3-preview/0e612b181e9f7438e1221162eac8cf13ab74d05e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,22,GX8LE2345057,spotify:user:anyelostylemusic,2023-06-14T04:07:04Z
12,spotify:track:6dFT8CWQ2UbVtAe0rIH6UZ,B.O.T.A (Baddest Of Them All),spotify:artist:3nmqeTE8WbcpAiz9VBHIkk,NCPTN,spotify:album:5ob5SZm5cQvkrbq84iuWeE,B.O.T.A (Baddest Of Them All),spotify:artist:3nmqeTE8WbcpAiz9VBHIkk,NCPTN,2023-06-02,https://i.scdn.co/image/ab67616d0000b273cbb1815867882e7914b10ea8,1,1,143877,https://p.scdn.co/mp3-preview/d26a3822a41fb237f9e969a4f6d8eff3457b7d7c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,28,GX8LE2328239,spotify:user:anyelostylemusic,2023-06-05T05:02:08Z
13,spotify:track:1ApUqurWSoGzBMdnCyOFyd,Cicatrices,spotify:artist:39qEkFigigWmyelrtF2QmI,Vale Ramirez,spotify:album:59Dqnv7fEiRrfCWHspXTeZ,Cicatrices,spotify:artist:39qEkFigigWmyelrtF2QmI,Vale Ramirez,2023-05-25,https://i.scdn.co/image/ab67616d0000b2731575e01e2e41949437f85645,1,1,175660,https://p.scdn.co/mp3-preview/162971c250f61af1030ef562254a259f903a3020?cid=9950ac751e34487dbbe027c4fd7f8e99,False,25,QM6N22379246,spotify:user:anyelostylemusic,2023-05-25T05:19:39Z
14,spotify:track:07fbDnkKdZGk1gLvknxrns,RUNAWAY,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,spotify:album:1ZltEbn50sQMxoD5TvbNXe,RUNAWAY,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,2023-05-26,https://i.scdn.co/image/ab67616d0000b273587d488364806d8961317390,1,1,143264,https://p.scdn.co/mp3-preview/b6a3d499c9e437aa39811c64d4f437453464a219?cid=9950ac751e34487dbbe027c4fd7f8e99,False,83,USUM72304684,spotify:user:anyelostylemusic,2023-05-26T17:27:05Z
15,spotify:track:70CeoyKa6hEXbH7GrP1TgR,Next To Me - TL21 Remix,"spotify:artist:4Ou5vIcBZCE0sm7v83BknT, spotify:artist:7rpwv8glIP5L0lD8UPNgtc, spotify:artist:47lxWZZWMtEqp4FXtHeaC7, spotify:artist:05qvZreQgj82j4gXKT6K0T, spotify:artist:13W3v2tI13xlPTixXKR749","H Lazer, Arlane, PLV Music, Robbie Hutton, Tl21",spotify:album:0vxdr4N8PatRJaC7zm3SkL,Next To Me (Remixes),"spotify:artist:4Ou5vIcBZCE0sm7v83BknT, spotify:artist:7rpwv8glIP5L0lD8UPNgtc, spotify:artist:47lxWZZWMtEqp4FXtHeaC7","H Lazer, Arlane, PLV Music",2023-05-26,https://i.scdn.co/image/ab67616d0000b273b7819982177fa74e333115c8,1,3,186857,https://p.scdn.co/mp3-preview/53d4ef199eacecdca114bd9d35cabcb9d011df46?cid=9950ac751e34487dbbe027c4fd7f8e99,False,14,GX8LE2372119,spotify:user:anyelostylemusic,2023-06-02T05:50:42Z
16,spotify:track:0QsuQATrErVKGZUyQ2bkS3,Carry On,"spotify:artist:54XePvvWvcqPr7Jj95qOWX, spotify:artist:5dldJJMdX2ULKp8NdpNoAd, spotify:artist:0nTCgWKkvxKVqpldaLIolY","Fablers, Impulse, Baiden Holland",spotify:album:3n5l4votZAnbxHd2YnkGqx,Carry On,"spotify:artist:54XePvvWvcqPr7Jj95qOWX, spotify:artist:5dldJJMdX2ULKp8NdpNoAd, spotify:artist:0nTCgWKkvxKVqpldaLIolY","Fablers, Impulse, Baiden Holland",2023-05-18,https://i.scdn.co/image/ab67616d0000b2738b2ccb396a4e213d05f72c95,1,1,236031,https://p.scdn.co/mp3-preview/d7a49903b5b1f5f84a5d56c0318d5678413870ec?cid=9950ac751e34487dbbe027c4fd7f8e99,False,26,GX8LD2300553,spotify:user:anyelostylemusic,2023-05-21T17:33:43Z
17,spotify:track:3OLSNsjLlDxMIBCrGQSnJv,Day One,spotify:artist:5LHRHt1k9lMyONurDHEdrp,Tyga,spotify:album:6Yj1mLYVWdQWTIgix1YYfi,Day One,spotify:artist:5LHRHt1k9lMyONurDHEdrp,Tyga,2023-05-05,https://i.scdn.co/image/ab67616d0000b273b0793a31f60e653000d1ca5e,1,1,148395,https://p.scdn.co/mp3-preview/f4d9c1ee4cd42f99411da366652c759b867badb9?cid=9950ac751e34487dbbe027c4fd7f8e99,True,53,USUYG1483381,spotify:user:anyelostylemusic,2023-05-19T21:13:01Z
18,spotify:track:0gWrMbx6pbdH3n3nsLjE55,Mourning,spotify:artist:246dkjvS1zLTtiykXe5h60,Post Malone,spotify:album:5mr7Zd2DiuChyMNQ5x76HX,Mourning,spotify:artist:246dkjvS1zLTtiykXe5h60,Post Malone,2023-05-19,https://i.scdn.co/image/ab67616d0000b2736e9e05bbdd7988ae66e0b898,1,1,147819,https://p.scdn.co/mp3-preview/5d742e7992eceeda9b3f9a1acc58dcc53ad97b8d?cid=9950ac751e34487dbbe027c4fd7f8e99,True,81,USUM72306015,spotify:user:anyelostylemusic,2023-05-19T18:12:33Z
19,spotify:track:5jo6bd0QZc27QZ2kf4hpYd,Abstract,spotify:artist:4FOWaU8YpEU4SsLMMxVeza,Arensky,spotify:album:11b4O2qmYDKhHhDYQHjjlU,Abstract,spotify:artist:4FOWaU8YpEU4SsLMMxVeza,Arensky,2023-05-18,https://i.scdn.co/image/ab67616d0000b273ac09a4a6bb5f89eef4c28235,1,1,223260,https://p.scdn.co/mp3-preview/86fbafcfb0dfa1d3c4c378da94025f8d46a117bf?cid=9950ac751e34487dbbe027c4fd7f8e99,False,24,GX8LD2376584,spotify:user:anyelostylemusic,2023-05-21T17:35:02Z
20,spotify:track:2fNaMBJBFpv1PQ1zXkxIcO,Stars,"spotify:artist:6n28c9qs9hNGriNa72b26u, spotify:artist:64M6ah0SkkRsnPGtGiRAbb, spotify:artist:1i8SpTcr7yvPOmcqrbnVXY","PNAU, Bebe Rexha, Ozuna",spotify:album:2Ow9GPsc5afUdPrLZBT6Uo,Stars,"spotify:artist:6n28c9qs9hNGriNa72b26u, spotify:artist:64M6ah0SkkRsnPGtGiRAbb, spotify:artist:1i8SpTcr7yvPOmcqrbnVXY","PNAU, Bebe Rexha, Ozuna",2023-05-19,https://i.scdn.co/image/ab67616d0000b273f900779652f359cbb20a3f73,1,1,171233,,False,43,AUNV02300023,spotify:user:anyelostylemusic,2023-05-19T17:40:25Z
21,spotify:track:413SmJPCpo4cgg5nWEi4lK,Only Rider,"spotify:artist:3x6K65pMW3Ei35TXKC03rL, spotify:artist:1ULltrcX2ltYHUYBXxo7Vu, spotify:artist:0edCOvuC8WJMswWf9IesLM, spotify:artist:0qGBFKwsPIBaLnLNO1RRLn","Dare County, MagLix, Neevs, DaniOnceX",spotify:album:6AsYi33fplMbf4GyLiMvpJ,Only Rider,"spotify:artist:3x6K65pMW3Ei35TXKC03rL, spotify:artist:1ULltrcX2ltYHUYBXxo7Vu, spotify:artist:0edCOvuC8WJMswWf9IesLM","Dare County, MagLix, Neevs",2023-03-30,https://i.scdn.co/image/ab67616d0000b273af2d6097c23f1304f65fd62f,1,1,205410,https://p.scdn.co/mp3-preview/cced77d779f4ba370dcfee67ee1f1d0d26682233?cid=9950ac751e34487dbbe027c4fd7f8e99,False,28,GX8KD2366285,spotify:user:anyelostylemusic,2023-04-01T03:11:40Z
22,spotify:track:5zdAqslYF7FL58vhDS5KtW,From Paris To Berlin - VIP Mix,spotify:artist:3nmqeTE8WbcpAiz9VBHIkk,NCPTN,spotify:album:2qH9kFiI8Rw8Fg4Zqxswcz,From Paris To Berlin (VIP Mix),spotify:artist:3nmqeTE8WbcpAiz9VBHIkk,NCPTN,2023-04-27,https://i.scdn.co/image/ab67616d0000b273f5bfc3100c84e5599d65950e,1,1,136629,https://p.scdn.co/mp3-preview/3296e12e56bc130fdb42d54018978002dbe84363?cid=9950ac751e34487dbbe027c4fd7f8e99,False,25,GX8LD2362579,spotify:user:anyelostylemusic,2023-04-28T15:37:20Z
23,spotify:track:0DQ7pguZPhNYjQAOUeiuZ9,Falling,"spotify:artist:5IZxm0JPsdsVgA1GiYRXRs, spotify:artist:2wPu7oLcqkelaRAb86PYpm, spotify:artist:2pqFYtcbOxfVOjWxQAVDu9","Joan Ember, ZreniX, MVTT",spotify:album:59v3cwVGsiR6N8OXDYqXIJ,Falling,"spotify:artist:5IZxm0JPsdsVgA1GiYRXRs, spotify:artist:2wPu7oLcqkelaRAb86PYpm, spotify:artist:2pqFYtcbOxfVOjWxQAVDu9","Joan Ember, ZreniX, MVTT",2023-05-11,https://i.scdn.co/image/ab67616d0000b2731959e31090edbf402b21d89e,1,1,182425,https://p.scdn.co/mp3-preview/e4b63ff71df4f00cd607c007f2cf7542a87d5a6c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,27,GX8KD2304878,spotify:user:anyelostylemusic,2023-05-12T15:56:03Z
24,spotify:track:0VHgBhYdr97sk9aw8vPiPc,Waiting For You,"spotify:artist:59UD0lnD3PozhhXlMQcAgP, spotify:artist:00l3f68T7H31ZjkyFAxvfn","Tom Platts, Hannah Paige",spotify:album:1bsBv1LEeJy8zAJYtOlb9x,Waiting For You,"spotify:artist:59UD0lnD3PozhhXlMQcAgP, spotify:artist:00l3f68T7H31ZjkyFAxvfn","Tom Platts, Hannah Paige",2023-04-06,https://i.scdn.co/image/ab67616d0000b2739e6811e2290710cbb2685d5c,1,1,236250,https://p.scdn.co/mp3-preview/2f076bb553f21814ee0213dc6073c6e696b04348?cid=9950ac751e34487dbbe027c4fd7f8e99,False,21,GX8KD2307777,spotify:user:anyelostylemusic,2023-04-12T03:12:47Z
25,spotify:track:4AheHLecMsfT4IcWLTw7qm,Move,spotify:artist:3nQKeciUZZcer6UGR4AOEh,SANSO,spotify:album:5H03tADbfCN0UBx7jdYD5m,Move,spotify:artist:3nQKeciUZZcer6UGR4AOEh,SANSO,2023-04-28,https://i.scdn.co/image/ab67616d0000b27336fd3b14480e9fe12b5af3a8,1,1,174098,https://p.scdn.co/mp3-preview/d8c23e1b0318b04e05728aae4318a869970935ea?cid=9950ac751e34487dbbe027c4fd7f8e99,False,22,GX8LD2336738,spotify:user:anyelostylemusic,2023-04-28T15:36:28Z
26,spotify:track:45c9mBPgLVjUIofAAKZNZd,Comedy,"spotify:artist:09zRtpbeEH5c8KetpKopK6, spotify:artist:4UKQVSwPSGOE8zzJ5dknx0, spotify:artist:0FlEueRciCttuQV3ayS2wS","SPLIZZ, alex beckett, Citrusss",spotify:album:1qpSrrfxUlCWEMTZMmIpZT,Comedy,"spotify:artist:09zRtpbeEH5c8KetpKopK6, spotify:artist:4UKQVSwPSGOE8zzJ5dknx0, spotify:artist:0FlEueRciCttuQV3ayS2wS","SPLIZZ, alex beckett, Citrusss",2023-04-13,https://i.scdn.co/image/ab67616d0000b273d20b1adb759b704ac1b92636,1,1,154158,https://p.scdn.co/mp3-preview/8600b11a6dc7c0ff13e72d8e4e44b0ccbdf40dc7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,22,GX8KD2347274,spotify:user:anyelostylemusic,2023-04-17T15:00:41Z
27,spotify:track:6hU9OeMekGMklWdmhWAyYm,Still Need You,"spotify:artist:4m0eQpwwsV0XZITCzWOnfm, spotify:artist:0nTCgWKkvxKVqpldaLIolY","West Collins, Baiden Holland",spotify:album:5VZnujwfiWoHUyi6hQWj95,Still Need You,"spotify:artist:4m0eQpwwsV0XZITCzWOnfm, spotify:artist:0nTCgWKkvxKVqpldaLIolY","West Collins, Baiden Holland",2023-03-17,https://i.scdn.co/image/ab67616d0000b2739e75f645c3f7567a704de4b8,1,1,208601,https://p.scdn.co/mp3-preview/2ffc798ced7f91e59bc18c99c2ab2c45c550541e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,27,GX8KD2386725,spotify:user:anyelostylemusic,2023-03-18T20:24:34Z
28,spotify:track:6UiEU9FseCtNghzeMMAie6,Down,"spotify:artist:4FOWaU8YpEU4SsLMMxVeza, spotify:artist:69kFCyHDE14cRD1cctCCcd, spotify:artist:6C6qqlV7VNMEN2jIwYJcNM","Arensky, Marin Hoxha, Rachel Leycroft",spotify:album:3GpuLqVeXzzKoCgkxAwRGI,Down,"spotify:artist:4FOWaU8YpEU4SsLMMxVeza, spotify:artist:69kFCyHDE14cRD1cctCCcd, spotify:artist:6C6qqlV7VNMEN2jIwYJcNM","Arensky, Marin Hoxha, Rachel Leycroft",2023-03-10,https://i.scdn.co/image/ab67616d0000b2735637055e113bacbc51dc7411,1,1,199128,https://p.scdn.co/mp3-preview/174a0c70cb7c700d5c8e64bb26167bfee4290e25?cid=9950ac751e34487dbbe027c4fd7f8e99,False,31,GX8KD2377426,spotify:user:anyelostylemusic,2023-03-15T18:07:15Z
29,spotify:track:2UYEVvnTFZNawLjX4ELGFI,Dancing On My Own,"spotify:artist:6eGgbPwTTb03wQfPprxoOO, spotify:artist:0Hd8Cz0ljrjCJLnQaym8Wz","Seum Dero, Georgia Alexandra",spotify:album:2rz564sjXJdDaL3D5KkBqD,Dancing On My Own,"spotify:artist:6eGgbPwTTb03wQfPprxoOO, spotify:artist:0Hd8Cz0ljrjCJLnQaym8Wz","Seum Dero, Georgia Alexandra",2023-03-10,https://i.scdn.co/image/ab67616d0000b27300494823c02b7fc905db91e4,1,1,182161,https://p.scdn.co/mp3-preview/1407c5f208d73e42e12beb097b94a17ef1759b89?cid=9950ac751e34487dbbe027c4fd7f8e99,False,22,GX89G2383027,spotify:user:anyelostylemusic,2023-03-15T18:08:13Z
30,spotify:track:63ngAHOERo27OoEFZCbGiH,One And The Same,"spotify:artist:3w7gOS9jm6Savw7GcKquce, spotify:artist:5753kP9GY7SI0eysNPjudw","Franny J., Christian Acamo",spotify:album:5LZylCKZn4xQDNf52w0LaQ,One And The Same,"spotify:artist:3w7gOS9jm6Savw7GcKquce, spotify:artist:5753kP9GY7SI0eysNPjudw","Franny J., Christian Acamo",2023-03-03,https://i.scdn.co/image/ab67616d0000b273b89e482c36a34ce4394fe305,1,1,171093,https://p.scdn.co/mp3-preview/7203f131b786e8f1df742c69dbc5a1513e963259?cid=9950ac751e34487dbbe027c4fd7f8e99,False,23,GX8LE2204171,spotify:user:anyelostylemusic,2023-03-09T06:43:47Z
31,spotify:track:2kbUazhXiQlRy1VLPJ8bd5,Say Anything,"spotify:artist:3P1y3NqsaM9uFX9aFdeYhj, spotify:artist:7IQ9wxudmcWnAFWAyf91AK","Reynn, SirGio8A",spotify:album:1dvhMdMTKpjUGIDb3fV3IH,Say Anything,"spotify:artist:3P1y3NqsaM9uFX9aFdeYhj, spotify:artist:7IQ9wxudmcWnAFWAyf91AK","Reynn, SirGio8A",2023-02-24,https://i.scdn.co/image/ab67616d0000b2738a64a310b31bdf9180ee1b90,1,1,200624,https://p.scdn.co/mp3-preview/40d445b41f944c897b2bbefaa025fa770276e958?cid=9950ac751e34487dbbe027c4fd7f8e99,False,19,GX8LE2254103,spotify:user:anyelostylemusic,2023-02-26T02:26:20Z
32,spotify:track:70XTs7L1GH4x3Mov3fvFcO,Highway Ride,"spotify:artist:2eN8PMfAKIjSjofnVW6jIO, spotify:artist:11nR613J6p08w9aLqaT6yq, spotify:artist:3zNUFQRdfC7BaVWzR9gJ99","HHMR, JWoods, Emily Fox",spotify:album:5eQccDasvvGgmjnPb1LBy7,Highway Ride,"spotify:artist:2eN8PMfAKIjSjofnVW6jIO, spotify:artist:11nR613J6p08w9aLqaT6yq, spotify:artist:3zNUFQRdfC7BaVWzR9gJ99","HHMR, JWoods, Emily Fox",2023-02-17,https://i.scdn.co/image/ab67616d0000b2739073595a8f4a346ca4caf637,1,1,198491,https://p.scdn.co/mp3-preview/74949b682d3975bd7f38233c7c87028e0e998eff?cid=9950ac751e34487dbbe027c4fd7f8e99,False,30,GX8LE2289937,spotify:user:anyelostylemusic,2023-02-20T14:37:29Z
33,spotify:track:2PWER32Ea6kfjeoSgvD7JZ,Fire Or Love,"spotify:artist:6eGgbPwTTb03wQfPprxoOO, spotify:artist:1egYbxp3QeI9JiEtwrFcMu","Seum Dero, Jenni Weeks",spotify:album:1MNDjkd1oAC9z3u5W2EhUc,Fire Or Love,"spotify:artist:6eGgbPwTTb03wQfPprxoOO, spotify:artist:1egYbxp3QeI9JiEtwrFcMu","Seum Dero, Jenni Weeks",2023-02-10,https://i.scdn.co/image/ab67616d0000b273499e69668793ae2a0d0ed508,1,1,167288,https://p.scdn.co/mp3-preview/4c17b60538b86a1e4e1e4c5201129f37e5787575?cid=9950ac751e34487dbbe027c4fd7f8e99,False,21,GX8LE2281565,spotify:user:anyelostylemusic,2023-02-16T16:27:14Z
34,spotify:track:1gC86Jx88pDbyhG4oXrI0u,Next To Me,"spotify:artist:4Ou5vIcBZCE0sm7v83BknT, spotify:artist:7rpwv8glIP5L0lD8UPNgtc, spotify:artist:47lxWZZWMtEqp4FXtHeaC7, spotify:artist:05qvZreQgj82j4gXKT6K0T","H Lazer, Arlane, PLV Music, Robbie Hutton",spotify:album:1i14pZhrJhJ0UtsuBsgJzT,Next To Me,"spotify:artist:4Ou5vIcBZCE0sm7v83BknT, spotify:artist:7rpwv8glIP5L0lD8UPNgtc, spotify:artist:47lxWZZWMtEqp4FXtHeaC7","H Lazer, Arlane, PLV Music",2023-02-03,https://i.scdn.co/image/ab67616d0000b273e960a9388e6a43de83dd5de7,1,1,210468,https://p.scdn.co/mp3-preview/0b13bd995c0b5b82d4dbd3d5f7f75a829a079494?cid=9950ac751e34487dbbe027c4fd7f8e99,False,16,GX8LE2284381,spotify:user:anyelostylemusic,2023-02-09T03:52:53Z
35,spotify:track:3Cw3U3Qe3yjQmEjYROc7Fo,Feel Alive,"spotify:artist:3w7gOS9jm6Savw7GcKquce, spotify:artist:3oStdfQhycOMJWzcK2AOZV","Franny J., LONDON",spotify:album:4I2qu2pd8BAx2O6kSEazQ6,Feel Alive,spotify:artist:3w7gOS9jm6Savw7GcKquce,Franny J.,2023-01-27,https://i.scdn.co/image/ab67616d0000b273076847f298bda02b2a9b1a3d,1,1,200721,https://p.scdn.co/mp3-preview/c57a767b8f8ff0523e14b1a685ecc4f281632767?cid=9950ac751e34487dbbe027c4fd7f8e99,False,20,GX8LD2259682,spotify:user:anyelostylemusic,2023-01-30T16:50:02Z
